Company_ID,Sector,Revenue_Crore,Credit_Rating,Revenue_Growth_YoY,EBITDA_Margin,Net_Profit_Margin,Debt_to_Equity,Interest_Coverage_Ratio,Current_Ratio,DSCR,Cash_Flow_Stability_Index,Default_Flag
CMP_004275,NBFC,205.12,BBB,0.0368,0.1535,0.0232,4.31,7.55,1.36,0.25,0.62,0
CMP_004276,Cement,44.6,BBB,0.0952,0.1362,0.0127,0.97,5.98,1.42,1.78,0.57,0
CMP_004277,Steel_Secondary,10.0,BBB,0.0785,0.028,-0.0363,1.79,2.33,1.8,0.35,0.24,0
CMP_004278,Manufacturing_General,143.75,AAA,0.1547,0.1237,0.0127,2.54,5.2,2.05,0.69,0.7,0
CMP_004279,Cement,42.73,AA,0.1874,0.1665,0.0573,2.14,4.46,1.93,1.95,0.73,0
CMP_004280,Manufacturing_General,12.43,BBB,0.0195,0.1273,0.0355,1.55,5.29,1.52,0.81,0.57,0
CMP_004281,Real_Estate_Commercial,42.38,NR,0.0573,0.1918,0.0717,3.35,3.09,1.72,1.59,0.42,0
CMP_004282,Textiles_Cotton,82.83,BB,0.0586,0.0764,-0.0265,4.2,3.24,1.11,0.96,0.33,0
CMP_004283,Manufacturing_General,75.43,AA,0.095,0.1716,0.0359,1.12,4.68,1.77,1.19,0.73,0
CMP_004284,Pharma,230.15,B,-0.012,0.1257,0.0017,0.96,2.98,1.42,1.27,0.41,0
CMP_004285,NBFC,27.6,BB,0.0019,0.1422,0.0712,7.15,4.23,1.53,0.65,0.39,0
CMP_004286,FMCG_Distribution,56.68,BB,0.0588,-0.0128,-0.0589,1.84,3.71,1.18,1.16,0.38,0
CMP_004287,Pharma,31.2,B,0.0002,0.1103,0.0272,2.3,4.5,1.88,1.09,0.45,0
CMP_004288,Steel_Secondary,15.9,BBB,0.0849,0.0427,-0.0153,1.76,4.07,1.65,0.91,0.32,0
CMP_004289,Hospitals_Healthcare,110.88,A,0.0767,0.1858,0.0869,3.22,5.61,1.79,1.48,0.66,0
CMP_004290,Pharma,79.09,BBB,0.0729,0.1364,0.0705,1.48,3.51,1.85,1.15,0.48,0
CMP_004291,Manufacturing_General,68.51,BBB,0.0254,0.0838,-0.0161,1.02,4.83,1.97,1.56,0.55,0
CMP_004292,Pharma,76.82,BBB,0.0747,0.1788,0.0405,0.63,4.06,1.6,1.33,0.52,0
CMP_004293,FMCG_Distribution,31.55,BBB,0.03,0.0753,-0.0192,0.95,5.09,1.88,0.89,0.61,0
CMP_004294,Cement,24.42,NR,0.0529,0.1093,-0.0033,1.88,1.96,1.24,1.08,0.46,0
CMP_004295,Steel_Secondary,56.27,C,0.0685,-0.0488,-0.0962,3.07,2.5,1.52,0.33,0.06,1
CMP_004296,Manufacturing_General,138.24,B,0.05,0.092,-0.0162,5.93,4.67,1.31,0.85,0.46,0
CMP_004297,Manufacturing_General,197.64,B,0.0467,0.07,-0.0584,2.81,3.43,1.33,1.24,0.25,0
CMP_004298,Cement,103.17,NR,0.0979,0.1067,-0.0115,0.94,3.02,1.45,1.17,0.56,0
CMP_004299,NBFC,55.89,AA,0.0338,0.2707,0.1642,1.45,4.43,1.86,1.18,0.63,0
CMP_004300,Manufacturing_General,67.75,A,0.1491,0.0843,-0.0338,1.78,5.07,1.5,1.63,0.5,0
CMP_004301,Chemical,55.11,BBB,0.0177,0.11,0.0004,3.21,3.6,1.48,1.32,0.28,0
CMP_004302,Real_Estate_Commercial,24.03,B,0.0794,0.2182,0.0701,6.59,4.78,1.35,1.24,0.46,0
CMP_004303,NBFC,55.69,BBB,0.097,0.1719,0.0536,3.98,5.3,1.28,1.44,0.46,0
CMP_004304,Hospitals_Healthcare,18.77,BB,0.0055,0.1717,0.0683,5.09,4.32,1.16,1.67,0.5,0
CMP_004305,Manufacturing_General,49.44,A,0.1186,0.1322,0.032,0.81,5.53,1.09,1.69,0.54,0
CMP_004306,IT_Services,202.12,A,0.0677,0.1945,0.0648,0.62,4.28,1.33,2.14,0.78,0
CMP_004307,NBFC,105.46,BB,0.1235,0.1716,0.0154,3.36,5.14,1.37,0.87,0.28,0
CMP_004308,Hospitals_Healthcare,26.09,A,0.0832,0.1988,0.1126,2.44,5.5,1.92,1.22,0.6,0
CMP_004309,Infrastructure_Roads,51.52,BBB,0.0722,0.3537,0.2045,1.76,4.56,1.57,1.09,0.68,0
CMP_004310,Textiles_Cotton,28.01,A,0.0683,0.094,-0.0126,2.36,3.67,1.78,1.22,0.39,0
CMP_004311,Chemical,51.93,BBB,0.0003,0.0947,0.0082,0.97,2.61,1.93,1.24,0.34,0
CMP_004312,Manufacturing_General,125.57,BB,0.0544,0.0912,-0.0204,4.23,5.22,1.8,1.15,0.64,0
CMP_004313,FMCG_Distribution,92.06,BBB,0.0516,0.0588,-0.0046,0.93,3.03,1.76,1.22,0.45,0
CMP_004314,Agri_Food,398.34,BBB,0.0732,0.0065,-0.038,2.48,3.58,1.56,1.64,0.21,0
CMP_004315,Manufacturing_General,141.74,AA,0.0348,0.0928,0.0264,0.59,5.43,1.68,2.13,0.57,0
CMP_004316,Real_Estate_Commercial,64.28,B,0.028,0.2534,0.0937,1.53,2.65,1.39,1.06,0.4,0
CMP_004317,Manufacturing_General,93.85,BBB,0.0935,0.1028,0.0186,1.16,6.46,1.96,1.4,0.58,0
CMP_004318,Cement,46.43,BB,0.0787,0.0838,-0.0107,2.39,4.23,1.92,1.28,0.46,0
CMP_004319,IT_Services,22.15,BB,-0.0533,0.1762,0.0917,1.21,5.21,2.08,2.06,0.6,0
CMP_004320,NBFC,155.19,A,0.1075,0.1715,0.0671,6.05,5.56,2.12,1.82,0.47,0
CMP_004321,Chemical,122.39,C,0.0092,-0.0202,-0.1201,1.27,1.2,1.1,1.65,0.06,1
CMP_004322,Real_Estate_Residential,45.02,BB,0.038,0.1287,0.0331,4.55,4.48,1.02,1.13,0.21,0
CMP_004323,IT_Services,67.98,BBB,-0.0573,0.1575,0.059,0.61,4.42,1.74,1.92,0.62,0
CMP_004324,Hospitals_Healthcare,147.34,A,0.1448,0.2101,0.0989,1.02,4.83,2.06,1.58,0.73,0
CMP_004325,Chemical,107.46,NR,0.0461,0.0767,-0.0318,1.77,3.7,0.57,1.95,0.26,0
CMP_004326,Manufacturing_General,16.94,BB,0.0002,0.0881,0.0201,1.73,5.13,1.1,0.9,0.56,0
CMP_004327,Agri_Food,66.35,A,0.0975,0.0312,-0.0501,2.47,6.13,1.6,1.59,0.27,0
CMP_004328,Manufacturing_General,47.75,BBB,0.078,0.0878,0.0073,3.15,3.4,1.33,1.12,0.5,0
CMP_004329,Hospitals_Healthcare,133.01,B,0.089,0.1664,0.0545,2.83,3.81,0.85,0.8,0.48,1
CMP_004330,Steel_Secondary,124.57,BB,0.0374,-0.0332,-0.1194,3.86,5.12,1.5,1.43,0.14,1
CMP_004331,Manufacturing_General,156.79,BB,0.0487,0.0223,-0.0948,5.08,3.79,1.73,0.39,0.44,0
CMP_004332,Cement,22.32,BBB,0.0495,0.0988,0.0232,1.84,4.79,1.6,0.72,0.51,0
CMP_004333,NBFC,29.16,BB,0.0764,0.1854,0.0476,4.46,4.24,0.96,1.22,0.39,0
CMP_004334,Steel_Primary,133.12,BBB,0.0396,0.0702,-0.0199,2.0,6.22,1.67,1.27,0.51,0
CMP_004335,Manufacturing_General,34.01,A,0.049,0.1366,0.0036,3.58,5.47,1.44,1.59,0.63,0
CMP_004336,NBFC,16.17,BB,0.0332,0.1548,0.006,3.91,5.3,0.98,0.82,0.24,1
CMP_004337,FMCG_Distribution,83.6,NR,0.0151,0.0318,-0.0548,0.9,5.75,1.81,1.49,0.52,0
CMP_004338,Steel_Primary,35.24,BBB,0.1281,0.0747,-0.0522,3.13,4.17,1.88,1.21,0.43,0
CMP_004339,Textiles_Cotton,228.57,BBB,0.1494,0.0599,-0.0657,1.84,4.8,1.54,1.44,0.31,0
CMP_004340,IT_Services,69.2,BB,0.0115,0.1861,0.0521,1.18,5.88,1.7,2.26,0.52,0
CMP_004341,Manufacturing_General,62.07,BBB,0.0139,0.131,0.0291,3.29,3.57,1.29,1.89,0.54,0
CMP_004342,Hospitals_Healthcare,40.63,B,0.0439,0.1106,-0.0245,1.26,4.12,1.35,1.7,0.34,0
CMP_004343,Hospitals_Healthcare,194.94,BB,0.0263,0.1939,0.082,1.7,4.51,1.25,1.32,0.45,0
CMP_004344,NBFC,72.74,AA,0.1307,0.2211,0.1005,6.12,4.62,1.37,1.5,0.47,0
CMP_004345,Steel_Primary,39.38,NR,-0.0118,0.0584,-0.0595,2.19,2.94,0.84,1.09,0.09,1
CMP_004346,Infrastructure_Roads,28.93,BB,0.072,0.2608,0.1642,1.63,3.81,1.52,1.31,0.57,0
CMP_004347,Pharma,51.48,B,0.0442,0.0851,-0.0398,1.29,4.3,0.88,0.73,0.46,0
CMP_004348,Hospitals_Healthcare,24.98,BB,0.0218,0.2183,0.0577,3.02,5.15,1.31,1.68,0.58,0
CMP_004349,NBFC,124.35,B,0.0465,0.1496,0.0673,9.17,4.26,1.57,1.04,0.38,0
CMP_004350,Infrastructure_Roads,12.85,A,0.1125,0.376,0.1691,3.01,3.68,1.54,1.9,0.71,0
CMP_004351,NBFC,48.83,BBB,0.0813,0.2006,0.0957,4.81,5.9,1.25,1.61,0.39,0
CMP_004352,Cement,88.95,B,0.0223,0.0431,-0.0672,1.8,4.16,1.01,1.02,0.19,0
CMP_004353,Chemical,71.79,A,0.0428,0.1308,0.0295,2.66,4.5,1.87,1.26,0.51,0
CMP_004354,Pharma,30.76,AA,0.1425,0.2358,0.1069,1.95,4.64,1.5,1.37,0.67,0
CMP_004355,NBFC,92.59,BB,0.0987,0.149,0.0303,6.37,3.45,1.8,1.65,0.41,0
CMP_004356,Textiles_Cotton,26.87,B,0.0129,0.051,-0.0794,2.86,4.34,1.41,0.31,0.1,0
CMP_004357,NBFC,53.63,A,0.0711,0.1971,0.0695,4.78,3.15,1.76,0.53,0.57,0
CMP_004358,Pharma,91.97,B,0.1005,0.0642,-0.0384,2.4,4.73,1.5,1.66,0.47,0
CMP_004359,Textiles_Cotton,79.07,BB,0.0017,0.0126,-0.0767,2.69,3.56,1.41,0.91,0.1,0
CMP_004360,Manufacturing_General,31.82,BBB,0.1059,0.0945,-0.0151,2.33,5.02,1.81,1.49,0.43,0
CMP_004361,NBFC,142.31,B,0.0133,0.1532,0.0509,6.44,0.9,1.28,0.89,0.34,0
CMP_004362,Infrastructure_Roads,58.52,BBB,0.1345,0.3411,0.1815,5.82,2.91,1.78,1.06,0.66,0
CMP_004363,Pharma,98.93,A,0.0873,0.1096,-0.0177,1.55,4.33,2.11,1.81,0.68,0
CMP_004364,Textiles_Cotton,185.54,A,0.1399,0.1168,0.0032,1.43,4.26,1.57,1.13,0.42,0
CMP_004365,Real_Estate_Residential,133.49,BBB,0.0387,0.1382,0.0021,6.17,5.08,1.39,0.81,0.32,0
CMP_004366,Manufacturing_General,133.77,BBB,0.0237,0.0985,0.0263,2.1,4.83,1.53,1.88,0.55,0
CMP_004367,IT_Services,63.7,B,-0.0088,0.1464,0.0027,0.99,5.06,1.04,1.93,0.37,0
CMP_004368,Manufacturing_General,103.04,B,0.0517,0.1118,-0.0328,1.1,4.19,1.63,0.1,0.35,0
CMP_004369,Textiles_Cotton,64.77,BBB,0.0542,0.0902,-0.0253,2.41,4.1,1.23,1.2,0.35,0
CMP_004370,Textiles_Cotton,20.75,BB,0.0965,0.0385,-0.066,6.23,5.38,1.71,1.45,0.36,0
CMP_004371,Steel_Primary,69.56,A,0.0728,0.1277,0.0465,0.42,4.41,2.1,1.01,0.5,0
CMP_004372,Manufacturing_General,67.03,AA,0.0074,0.1443,0.0491,0.38,4.6,1.64,1.12,0.57,0
CMP_004373,Cement,87.09,B,0.0654,0.0997,0.0001,2.46,3.83,1.75,1.54,0.48,0
CMP_004374,IT_Services,49.28,AA,0.0239,0.2187,0.1099,0.74,6.28,2.12,1.9,0.76,0
CMP_004375,IT_Services,29.69,A,0.0324,0.1745,0.0355,0.99,5.51,1.57,1.1,0.77,0
CMP_004376,Steel_Primary,92.31,BB,0.1156,0.065,-0.0356,1.4,4.9,1.66,1.69,0.29,0
CMP_004377,Hospitals_Healthcare,19.09,BBB,0.1393,0.2048,0.0974,0.6,6.03,1.35,1.5,0.63,0
CMP_004378,Manufacturing_General,175.4,B,0.0101,0.0133,-0.1031,1.52,4.37,0.92,1.1,0.35,0
CMP_004379,IT_Services,45.37,BBB,0.0703,0.205,0.0991,1.47,3.7,1.54,1.97,0.72,0
CMP_004380,Manufacturing_General,66.45,AAA,0.0667,0.1374,0.0482,1.18,5.4,2.17,1.9,0.51,0
CMP_004381,Manufacturing_General,85.36,BBB,0.0614,0.0834,0.0045,1.34,5.87,1.5,0.87,0.42,0
CMP_004382,Pharma,87.58,BBB,0.0418,0.1309,-0.0019,0.4,3.19,1.57,1.76,0.49,0
CMP_004383,Pharma,17.69,BBB,-0.0036,0.1394,-0.0067,0.59,4.37,1.27,2.02,0.57,0
CMP_004384,FMCG_Distribution,105.56,BBB,0.0746,0.0327,-0.052,1.7,3.67,1.85,0.87,0.49,0
CMP_004385,Pharma,69.58,B,0.0423,0.0505,-0.0726,1.55,3.62,1.44,0.88,0.33,0
CMP_004386,Chemical,32.84,C,-0.0103,0.0387,-0.0345,4.54,4.07,0.87,1.41,0.09,1
CMP_004387,Manufacturing_General,29.97,A,0.1326,0.1189,-0.0165,1.01,6.05,1.14,1.88,0.58,0
CMP_004388,Manufacturing_General,41.79,BBB,0.0546,0.1372,-0.0046,0.81,4.4,1.52,0.97,0.65,0
CMP_004389,Manufacturing_General,19.32,BBB,0.0482,0.075,-0.0174,1.46,5.12,1.76,0.83,0.5,0
CMP_004390,Textiles_Cotton,216.55,NR,0.0816,0.0924,0.0347,1.73,3.06,1.5,1.1,0.14,0
CMP_004391,Pharma,179.28,NR,0.0089,0.1054,0.0045,0.87,3.12,1.63,1.67,0.49,0
CMP_004392,NBFC,78.36,A,0.1126,0.1513,0.0635,2.9,5.55,1.76,1.17,0.46,0
CMP_004393,Manufacturing_General,45.66,BB,0.0247,0.0499,-0.0624,2.03,1.35,1.16,1.95,0.39,0
CMP_004394,Chemical,46.63,BBB,0.1037,0.0687,0.0091,1.48,3.8,1.19,1.44,0.37,0
CMP_004395,Hospitals_Healthcare,100.13,AAA,0.1427,0.1737,0.0738,0.91,5.57,2.02,1.45,0.81,0
CMP_004396,Steel_Secondary,222.8,AAA,0.1216,0.0891,0.0226,5.07,5.33,1.61,1.61,0.59,0
CMP_004397,Manufacturing_General,34.59,BBB,0.0413,0.085,0.0187,2.09,2.33,1.3,1.34,0.56,0
CMP_004398,Manufacturing_General,22.33,BBB,0.0246,0.1689,0.0656,1.79,5.04,1.79,1.05,0.62,0
CMP_004399,Manufacturing_General,188.31,AAA,0.0357,0.0918,0.0315,1.38,4.39,1.52,1.85,0.63,0
CMP_004400,Manufacturing_General,13.07,BB,0.0945,0.0192,-0.0871,2.8,4.11,1.18,1.69,0.45,0
CMP_004401,IT_Services,24.37,BBB,0.0351,0.2118,0.0898,0.98,4.01,2.05,2.03,0.61,0
CMP_004402,Textiles_Cotton,44.81,BBB,0.0383,0.0495,-0.0443,1.33,3.75,1.97,0.64,0.28,0
CMP_004403,Steel_Primary,15.67,BBB,0.0623,0.1196,-0.0086,0.79,3.0,1.91,1.4,0.45,0
CMP_004404,Agri_Food,132.92,A,0.1294,0.0445,-0.0184,0.48,4.62,1.97,0.87,0.41,0
CMP_004405,Real_Estate_Residential,108.37,BBB,0.1052,0.1474,0.0479,7.34,5.59,1.96,1.17,0.3,0
CMP_004406,Chemical,34.47,A,0.0961,0.0732,-0.0307,1.35,4.38,2.24,1.61,0.43,0
CMP_004407,Manufacturing_General,151.97,BBB,0.0893,0.0843,-0.0337,2.43,4.04,1.84,0.43,0.52,0
CMP_004408,Steel_Primary,174.07,A,0.0864,0.1182,0.0262,1.58,4.17,1.76,1.74,0.57,0
CMP_004409,Pharma,49.87,BBB,0.0707,0.1323,0.0343,2.1,3.19,1.73,1.28,0.39,0
CMP_004410,Manufacturing_General,38.07,A,0.0827,0.1174,0.0002,1.61,3.8,1.51,1.09,0.57,0
CMP_004411,Manufacturing_General,332.85,BB,0.0489,0.0759,-0.0489,1.05,4.15,1.43,0.56,0.33,0
CMP_004412,Real_Estate_Residential,97.22,BB,0.088,0.1475,-0.0023,1.76,6.16,1.53,0.44,0.31,0
CMP_004413,NBFC,67.02,A,0.103,0.203,0.0963,3.16,5.74,1.75,1.91,0.61,0
CMP_004414,Cement,162.53,BBB,0.0371,0.1081,0.0406,0.68,5.05,1.54,1.75,0.61,0
CMP_004415,IT_Services,69.52,AA,0.0781,0.2111,0.0758,0.46,6.52,2.13,2.67,0.61,0
CMP_004416,Cement,36.43,BBB,0.0689,0.0986,0.0326,0.89,4.6,1.22,1.03,0.44,0
CMP_004417,Manufacturing_General,58.21,A,0.1044,0.1037,0.0045,1.34,5.61,1.74,2.09,0.65,0
CMP_004418,Steel_Secondary,125.33,BBB,0.0588,0.0185,-0.0795,1.87,4.5,1.17,0.92,0.37,0
CMP_004419,Manufacturing_General,11.09,BBB,0.1039,0.0648,-0.0323,1.8,4.9,1.05,0.98,0.57,0
CMP_004420,Manufacturing_General,43.36,D,0.0017,0.0578,-0.0598,4.46,1.73,1.28,0.26,0.14,1
CMP_004421,Chemical,165.08,BBB,0.094,0.0906,0.0234,1.66,4.13,1.91,0.77,0.34,0
CMP_004422,NBFC,36.25,BBB,0.0636,0.202,0.0457,2.1,4.35,1.58,0.98,0.48,0
CMP_004423,Real_Estate_Commercial,188.08,BBB,0.057,0.2256,0.1013,0.9,4.07,1.64,1.43,0.73,0
CMP_004424,Steel_Secondary,169.32,NR,0.0677,0.0004,-0.0441,3.13,3.3,1.26,1.09,0.22,0
CMP_004425,Cement,51.81,BB,0.0368,0.0969,-0.0294,1.22,5.15,1.32,2.16,0.39,0
CMP_004426,Textiles_Cotton,34.65,A,0.1762,0.0973,-0.0307,1.75,4.65,1.64,1.15,0.47,0
CMP_004427,Manufacturing_General,43.38,B,0.0747,0.1159,0.0149,2.34,3.93,1.55,1.03,0.43,0
CMP_004428,Manufacturing_General,460.21,BBB,0.0732,0.0005,-0.095,3.47,6.37,1.52,0.56,0.53,0
CMP_004429,Infrastructure_Roads,244.58,B,0.0683,0.3223,0.1521,2.05,4.26,1.37,0.84,0.47,0
CMP_004430,Real_Estate_Residential,60.36,B,0.022,0.1462,0.0511,2.04,3.79,1.78,0.1,0.07,0
CMP_004431,Pharma,33.56,A,0.1182,0.0975,-0.0097,1.12,5.63,1.82,1.96,0.64,0
CMP_004432,IT_Services,59.96,BB,0.0543,0.1764,0.0683,0.55,3.43,1.42,2.61,0.59,0
CMP_004433,Chemical,66.36,BBB,0.1161,0.1309,-0.0205,0.88,4.06,1.4,0.76,0.34,0
CMP_004434,Manufacturing_General,20.19,BBB,0.0665,0.1278,0.0514,2.95,4.56,1.74,1.33,0.56,0
CMP_004435,Steel_Secondary,58.21,BBB,0.029,-0.0027,-0.073,1.22,4.9,1.21,0.99,0.43,0
CMP_004436,Steel_Secondary,157.26,BB,0.0297,0.0136,-0.0588,1.28,4.48,1.87,1.11,0.23,0
CMP_004437,Infrastructure_Roads,12.94,A,0.0679,0.3653,0.2063,1.84,3.97,1.42,1.49,0.61,0
CMP_004438,Agri_Food,105.77,AAA,0.1602,0.0729,-0.003,2.85,5.41,1.3,2.23,0.34,0
CMP_004439,Textiles_Cotton,164.0,BB,0.1365,0.0625,-0.0346,1.78,4.45,1.36,0.6,0.25,0
CMP_004440,FMCG_Distribution,34.87,A,0.0977,0.0536,0.0019,0.5,4.47,1.84,1.77,0.56,0
CMP_004441,Hospitals_Healthcare,211.74,AA,0.0917,0.2411,0.1019,0.95,4.9,2.18,1.55,0.78,0
CMP_004442,Textiles_Cotton,31.43,A,0.0716,0.0879,-0.0039,1.89,3.98,1.82,0.61,0.33,0
CMP_004443,Cement,77.7,BBB,0.0984,0.0969,-0.0211,2.18,3.18,1.81,1.89,0.46,0
CMP_004444,Cement,42.72,BBB,0.1631,0.1198,0.0194,1.93,3.72,1.92,2.14,0.47,0
CMP_004445,Agri_Food,42.71,AA,0.158,0.0454,-0.0367,1.08,5.49,2.0,1.45,0.26,0
CMP_004446,Textiles_Cotton,33.32,NR,0.098,0.0525,-0.0557,1.89,4.48,1.11,0.68,0.19,0
CMP_004447,Infrastructure_Roads,95.47,BB,0.0972,0.3073,0.1422,8.35,5.6,1.57,0.94,0.68,1
CMP_004448,Steel_Secondary,107.67,BBB,0.1072,0.0411,-0.0356,3.88,4.63,1.25,1.24,0.37,0
CMP_004449,Real_Estate_Commercial,51.86,BBB,0.0762,0.2412,0.1113,1.94,4.74,2.24,1.12,0.8,0
CMP_004450,Cement,18.39,BBB,0.0444,0.09,0.0057,0.48,4.87,1.83,1.77,0.49,0
CMP_004451,Pharma,75.38,BB,0.0535,0.1607,0.0349,1.17,3.25,1.27,1.22,0.54,0
CMP_004452,Hospitals_Healthcare,76.52,A,0.1107,0.2607,0.1466,0.73,5.82,1.94,1.63,0.92,0
CMP_004453,Hospitals_Healthcare,45.91,A,0.0248,0.208,0.1127,1.0,5.13,1.45,1.29,0.8,0
CMP_004454,FMCG_Distribution,243.18,B,0.0224,-0.0208,-0.129,0.94,2.71,0.75,0.45,0.39,1
CMP_004455,Manufacturing_General,15.62,A,0.0461,0.089,0.0114,1.42,5.03,1.94,1.34,0.59,0
CMP_004456,Real_Estate_Residential,10.0,BBB,0.1135,0.1394,0.0141,2.87,5.18,1.36,1.14,0.32,0
CMP_004457,Manufacturing_General,30.43,B,0.0127,0.06,-0.0081,1.58,2.55,1.2,0.93,0.28,0
CMP_004458,Cement,96.38,BB,0.069,0.091,-0.0541,0.89,4.99,1.52,1.69,0.25,0
CMP_004459,Pharma,23.46,BBB,0.0411,0.1122,0.0168,1.18,4.12,1.54,1.55,0.56,0
CMP_004460,Cement,24.91,BB,0.1051,0.0999,0.017,1.41,1.32,1.02,1.42,0.29,0
CMP_004461,IT_Services,116.84,AAA,-0.0059,0.2119,0.1126,0.28,5.83,1.84,1.47,0.73,0
CMP_004462,Agri_Food,79.05,BB,0.0674,0.0067,-0.0399,3.15,5.03,1.42,0.75,0.08,0
CMP_004463,Manufacturing_General,73.82,BBB,0.0219,0.1063,0.0339,1.16,3.68,1.87,1.9,0.57,0
CMP_004464,Real_Estate_Residential,102.02,B,0.0094,0.1022,0.011,3.37,2.16,1.88,1.11,0.05,1
CMP_004465,Cement,38.86,NR,0.0835,0.1059,0.0067,1.22,5.69,1.1,1.59,0.63,0
CMP_004466,Manufacturing_General,40.32,D,0.017,0.054,-0.0136,2.82,2.43,0.74,0.56,0.14,1
CMP_004467,Manufacturing_General,104.36,C,0.0237,0.0314,-0.0493,2.88,4.19,1.11,0.41,0.24,0
CMP_004468,Chemical,18.62,BBB,0.0716,0.0922,0.0004,0.97,2.96,1.84,0.98,0.35,0
CMP_004469,FMCG_Distribution,10.0,BBB,0.0403,0.0375,-0.0599,1.24,5.52,1.66,1.52,0.49,0
CMP_004470,FMCG_Distribution,38.6,BBB,0.0617,0.0508,-0.0232,0.9,5.31,1.9,0.62,0.52,0
CMP_004471,Agri_Food,114.97,BB,0.0546,0.0372,-0.0926,3.93,4.52,1.02,1.73,0.27,0
CMP_004472,Textiles_Cotton,66.98,C,0.0226,0.0087,-0.0832,5.37,1.52,0.96,1.05,0.09,1
CMP_004473,Steel_Primary,108.4,A,0.0841,0.1658,0.0526,2.46,4.63,2.18,1.99,0.52,0
CMP_004474,Real_Estate_Residential,10.88,C,0.0523,0.0309,-0.0228,2.46,4.13,0.89,0.88,0.0,0
CMP_004475,IT_Services,70.27,B,0.0083,0.1052,-0.0244,1.83,2.26,0.43,1.66,0.39,0
CMP_004476,Cement,92.12,NR,0.061,0.109,-0.0021,1.68,3.66,1.2,1.41,0.43,0
CMP_004477,Steel_Primary,18.53,C,0.0136,0.1301,-0.043,2.94,3.79,1.31,0.87,0.12,0
CMP_004478,NBFC,108.81,A,0.0376,0.222,0.0826,5.11,3.82,1.68,1.96,0.52,0
CMP_004479,Pharma,49.94,AA,0.0931,0.2152,0.0823,1.37,5.96,1.41,1.63,0.67,0
CMP_004480,Manufacturing_General,500.0,A,0.1307,0.0958,-0.0067,0.9,5.69,1.52,1.2,0.55,0
CMP_004481,IT_Services,10.0,BBB,0.0435,0.146,0.024,1.33,4.34,1.08,1.68,0.56,0
CMP_004482,Pharma,163.25,BB,0.0241,0.1368,0.0702,1.66,4.52,1.13,1.12,0.5,0
CMP_004483,Pharma,39.83,B,0.0701,0.1286,0.0044,0.85,3.26,1.03,1.56,0.25,0
CMP_004484,Textiles_Cotton,14.97,C,0.007,-0.0153,-0.0697,2.51,3.73,1.13,0.44,0.08,1
CMP_004485,Real_Estate_Commercial,35.82,BB,0.0811,0.1966,0.0598,1.54,3.59,0.76,1.49,0.49,0
CMP_004486,Manufacturing_General,68.17,AAA,0.0812,0.1244,0.0593,0.68,4.99,2.24,2.05,0.81,0
CMP_004487,Steel_Primary,125.21,A,0.1032,0.1249,0.0438,1.96,4.58,1.76,1.96,0.57,0
CMP_004488,Infrastructure_Roads,216.5,AA,0.0714,0.3181,0.1663,1.45,6.2,1.51,1.32,0.77,0
CMP_004489,Pharma,170.29,BBB,0.0509,0.165,0.0679,0.7,5.48,1.33,2.01,0.43,0
CMP_004490,Textiles_Cotton,25.22,BBB,-0.0,0.0799,-0.0346,6.94,3.51,1.35,0.48,0.29,0
CMP_004491,Real_Estate_Residential,134.85,AA,0.1017,0.1894,0.0762,2.02,5.85,1.71,0.46,0.44,0
CMP_004492,Pharma,74.67,BBB,0.0768,0.1395,-0.0136,1.82,3.66,1.56,1.33,0.47,0
CMP_004493,Infrastructure_Roads,32.34,A,0.1029,0.2981,0.1774,4.32,6.38,1.7,1.6,0.82,0
CMP_004494,Real_Estate_Commercial,46.08,BB,0.0679,0.2209,0.08,3.65,5.43,1.26,1.49,0.59,0
CMP_004495,NBFC,30.94,BBB,0.0405,0.1566,0.0155,4.45,6.28,1.61,1.29,0.54,0
CMP_004496,IT_Services,56.24,BBB,0.0679,0.1584,0.0466,0.83,4.47,0.91,1.66,0.58,0
CMP_004497,Manufacturing_General,30.46,BBB,0.1107,0.0641,-0.0323,2.23,4.3,1.27,0.47,0.49,0
CMP_004498,Textiles_Cotton,23.99,NR,0.0394,0.0628,-0.0065,1.93,4.28,1.42,1.02,0.32,0
CMP_004499,Cement,80.1,A,0.1058,0.1332,0.0389,1.71,5.16,1.37,1.03,0.52,0
CMP_004500,NBFC,90.29,BBB,0.1005,0.1648,0.0957,3.95,3.58,1.49,1.09,0.39,0
CMP_004501,IT_Services,46.99,BB,-0.0016,0.1295,0.0034,0.87,2.0,1.0,1.16,0.58,0
CMP_004502,Steel_Secondary,163.06,BBB,0.0594,0.0432,-0.0311,6.46,4.21,2.09,1.2,0.35,0
CMP_004503,Manufacturing_General,44.33,D,0.0253,0.0112,-0.0482,2.29,2.88,0.53,1.23,0.19,0
CMP_004504,IT_Services,42.85,BBB,-0.0068,0.1822,0.0739,0.7,5.29,2.16,1.27,0.66,0
CMP_004505,Steel_Secondary,92.61,BBB,0.0258,-0.0034,-0.0774,2.95,4.8,1.03,0.29,0.4,0
CMP_004506,Real_Estate_Commercial,49.11,AA,0.047,0.1877,0.0576,2.54,5.03,2.33,1.74,0.69,0
CMP_004507,Manufacturing_General,58.43,BBB,0.0031,0.0933,0.0367,1.91,5.56,1.81,1.78,0.57,0
CMP_004508,NBFC,10.0,A,0.1296,0.1621,0.0689,2.25,4.21,1.98,1.33,0.66,0
