Company_ID,Sector,Credit_Rating,Score_Financial_Health,Score_Credit_Behaviour,Score_External_Risk,Score_Text_Signals,Final_Score,PD_Meta,Decision,Loan_Limit_Crore,Interest_Rate_Pct,Actual_Default
CMP_003646,IT_Services,BBB,39.03,29.34,19.2,9.86,97.43,0.0,APPROVE,23.25,10.0,0
CMP_003647,Cement,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,17.98,10.0,0
CMP_003648,NBFC,BB,39.0,29.34,19.25,9.75,97.34,0.0,APPROVE,124.61,10.0,0
CMP_003649,Agri_Food,A,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,85.81,10.0,0
CMP_003650,Infrastructure_Roads,A,39.05,29.35,18.97,9.86,97.23,0.0,APPROVE,105.91,10.0,0
CMP_003651,Cement,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,17.87,10.0,0
CMP_003652,Hospitals_Healthcare,A,39.05,29.35,19.24,9.83,97.47,0.0,APPROVE,11.28,10.0,0
CMP_003653,Manufacturing_General,BBB,39.05,29.35,19.09,9.86,97.35,0.0,APPROVE,42.52,10.0,0
CMP_003654,Manufacturing_General,BBB,39.04,29.27,19.19,9.85,97.35,0.0,APPROVE,49.97,10.0,0
CMP_003655,Textiles_Cotton,BBB,39.05,29.34,19.21,9.8,97.4,0.0,APPROVE,51.16,10.0,0
CMP_003656,Steel_Secondary,BBB,39.05,29.34,18.82,9.84,97.05,0.0,APPROVE,124.7,10.0,0
CMP_003657,IT_Services,A,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,9.55,10.0,0
CMP_003658,NBFC,A,39.05,29.35,19.24,9.84,97.48,0.0,APPROVE,76.03,10.0,0
CMP_003659,Chemical,C,15.52,27.11,18.27,9.58,70.48,0.6238,CONDITIONAL,9.54,12.48,0
CMP_003660,IT_Services,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,75.79,10.0,0
CMP_003661,IT_Services,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,26.14,10.0,0
CMP_003662,Manufacturing_General,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,19.93,10.0,0
CMP_003663,Manufacturing_General,BBB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,23.46,10.0,0
CMP_003664,Pharma,BBB,39.05,29.29,19.24,9.85,97.43,0.0,APPROVE,12.03,10.0,0
CMP_003665,Cement,BBB,39.05,29.35,19.2,9.86,97.46,0.0,APPROVE,39.47,10.0,0
CMP_003666,Hospitals_Healthcare,BB,39.0,29.14,19.25,9.82,97.21,0.0,APPROVE,20.6,10.0,0
CMP_003667,Manufacturing_General,A,39.05,29.35,19.25,9.68,97.33,0.0,APPROVE,71.69,10.0,0
CMP_003668,Manufacturing_General,A,39.05,29.35,18.84,9.86,97.1,0.0,APPROVE,63.78,10.0,0
CMP_003669,IT_Services,B,38.94,29.07,19.22,9.58,96.81,0.0,APPROVE,147.5,10.0,0
CMP_003670,Textiles_Cotton,NR,39.04,29.32,18.72,9.57,96.65,0.0,APPROVE,51.23,10.0,0
CMP_003671,Manufacturing_General,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,57.97,10.0,0
CMP_003672,Real_Estate_Commercial,BBB,39.0,29.34,18.79,9.81,96.94,0.0,APPROVE,117.14,10.0,0
CMP_003673,Manufacturing_General,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,23.13,10.0,0
CMP_003674,NBFC,AA,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,11.62,10.0,0
CMP_003675,Steel_Secondary,BBB,39.05,29.34,19.07,9.82,97.28,0.0,APPROVE,44.86,10.0,0
CMP_003676,Manufacturing_General,A,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,12.24,10.0,0
CMP_003677,Steel_Primary,BB,39.05,29.33,18.83,9.59,96.8,0.0,APPROVE,272.18,10.0,0
CMP_003678,Hospitals_Healthcare,BBB,39.04,29.35,19.24,9.27,96.9,0.0,APPROVE,122.45,10.0,0
CMP_003679,Cement,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,215.83,10.0,0
CMP_003680,Real_Estate_Commercial,AAA,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,40.18,10.0,0
CMP_003681,Manufacturing_General,B,34.27,28.42,19.06,7.32,89.07,0.0001,APPROVE,59.37,10.0,0
CMP_003682,Infrastructure_Roads,A,39.05,29.35,19.19,9.86,97.45,0.0,APPROVE,26.46,10.0,0
CMP_003683,Textiles_Cotton,BBB,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,77.46,10.0,0
CMP_003684,Real_Estate_Residential,BBB,39.05,29.35,19.1,8.77,96.27,0.0,APPROVE,14.45,10.0,0
CMP_003685,Pharma,BBB,16.19,12.21,13.38,7.81,49.59,1.0,REJECT,0.0,,1
CMP_003686,Chemical,BBB,39.05,29.35,18.82,9.86,97.08,0.0,APPROVE,20.3,10.0,0
CMP_003687,Steel_Primary,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,11.93,10.0,0
CMP_003688,Manufacturing_General,A,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,124.67,10.0,0
CMP_003689,Manufacturing_General,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,163.34,10.0,0
CMP_003690,Hospitals_Healthcare,BBB,39.05,29.34,19.23,9.47,97.09,0.0,APPROVE,12.44,10.0,0
CMP_003691,Pharma,BB,39.01,29.31,19.22,9.85,97.39,0.0,APPROVE,107.42,10.0,0
CMP_003692,Infrastructure_Roads,A,39.04,29.35,19.25,9.86,97.5,0.0,APPROVE,81.82,10.0,0
CMP_003693,Textiles_Cotton,AAA,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,10.88,10.0,0
CMP_003694,Steel_Secondary,BBB,39.05,29.35,18.57,9.51,96.48,0.0,APPROVE,27.97,10.0,0
CMP_003695,Manufacturing_General,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,24.02,10.0,0
CMP_003696,Agri_Food,NR,39.05,29.34,19.22,9.86,97.47,0.0,APPROVE,69.52,10.0,0
CMP_003697,Real_Estate_Residential,BBB,39.05,29.22,18.83,9.85,96.95,0.0,APPROVE,14.3,10.0,0
CMP_003698,Chemical,BBB,39.05,29.23,19.18,9.86,97.32,0.0,APPROVE,35.32,10.0,0
CMP_003699,Textiles_Cotton,BBB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,22.08,10.0,0
CMP_003700,NBFC,D,11.82,8.9,14.11,4.58,39.41,1.0,REJECT,0.0,,1
CMP_003701,Real_Estate_Residential,B,38.96,29.24,19.25,7.96,95.41,0.0,APPROVE,32.13,10.0,0
CMP_003702,Steel_Secondary,BBB,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,24.91,10.0,0
CMP_003703,Hospitals_Healthcare,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,32.22,10.0,0
CMP_003704,Chemical,A,39.05,29.32,19.22,9.86,97.45,0.0,APPROVE,194.84,10.0,0
CMP_003705,FMCG_Distribution,BBB,39.05,29.35,19.19,9.86,97.45,0.0,APPROVE,27.38,10.0,0
CMP_003706,Real_Estate_Commercial,BB,39.05,29.32,19.22,9.84,97.43,0.0,APPROVE,16.62,10.0,0
CMP_003707,Textiles_Cotton,BBB,39.05,29.35,18.28,9.72,96.4,0.0,APPROVE,60.95,10.0,0
CMP_003708,Steel_Secondary,AA,39.05,29.35,19.24,9.83,97.47,0.0,APPROVE,34.08,10.0,0
CMP_003709,Agri_Food,BB,39.05,29.33,19.24,9.59,97.21,0.0,APPROVE,12.32,10.0,0
CMP_003710,Manufacturing_General,B,39.0,29.06,19.2,8.73,95.99,0.0,APPROVE,227.81,10.0,0
CMP_003711,Real_Estate_Residential,A,39.05,29.35,19.22,9.84,97.46,0.0,APPROVE,28.83,10.0,0
CMP_003712,Real_Estate_Residential,BB,38.69,29.34,19.06,9.72,96.81,0.0,APPROVE,28.24,10.0,0
CMP_003713,NBFC,BBB,39.05,29.35,19.25,9.75,97.4,0.0,APPROVE,43.43,10.0,0
CMP_003714,Agri_Food,C,32.57,28.75,18.39,7.94,87.65,0.0002,APPROVE,152.54,10.0,0
CMP_003715,Steel_Secondary,B,39.01,29.34,19.22,8.63,96.2,0.0,APPROVE,9.97,10.0,0
CMP_003716,Steel_Secondary,BBB,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,47.66,10.0,0
CMP_003717,Manufacturing_General,BB,39.05,28.64,19.24,9.85,96.78,0.0,APPROVE,202.99,10.0,0
CMP_003718,IT_Services,C,13.26,13.43,13.97,5.31,45.97,1.0,REJECT,0.0,,1
CMP_003719,Textiles_Cotton,BBB,39.05,29.34,19.25,9.84,97.48,0.0,APPROVE,14.22,10.0,0
CMP_003720,Steel_Secondary,BBB,39.05,29.34,19.13,9.72,97.24,0.0,APPROVE,23.3,10.0,0
CMP_003721,Hospitals_Healthcare,BB,39.02,29.32,19.17,8.15,95.66,0.0,APPROVE,45.1,10.0,0
CMP_003722,Chemical,A,39.05,29.35,19.17,9.86,97.43,0.0,APPROVE,110.82,10.0,0
CMP_003723,Textiles_Cotton,BBB,39.05,29.35,19.24,9.82,97.46,0.0,APPROVE,29.13,10.0,0
CMP_003724,Steel_Primary,B,38.76,25.49,19.23,6.9,90.38,0.0001,APPROVE,74.05,10.0,0
CMP_003725,Chemical,BB,39.05,29.33,19.23,9.86,97.47,0.0,APPROVE,12.12,10.0,0
CMP_003726,Manufacturing_General,BBB,39.05,29.35,19.2,9.86,97.46,0.0,APPROVE,12.04,10.0,0
CMP_003727,Manufacturing_General,A,39.05,29.35,19.25,9.83,97.48,0.0,APPROVE,25.98,10.0,0
CMP_003728,Manufacturing_General,BBB,39.05,29.35,19.16,9.5,97.06,0.0,APPROVE,120.75,10.0,0
CMP_003729,NBFC,A,39.05,29.34,19.25,9.85,97.49,0.0,APPROVE,40.38,10.0,0
CMP_003730,Manufacturing_General,A,39.05,29.35,19.19,9.85,97.44,0.0,APPROVE,48.19,10.0,0
CMP_003731,Agri_Food,BB,39.04,29.08,18.62,9.85,96.59,0.0,APPROVE,47.74,10.0,0
CMP_003732,IT_Services,A,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,92.82,10.0,0
CMP_003733,IT_Services,BBB,39.05,29.34,18.87,9.86,97.12,0.0,APPROVE,23.46,10.0,0
CMP_003734,Textiles_Cotton,BBB,39.04,29.34,19.24,9.48,97.1,0.0,APPROVE,66.28,10.0,0
CMP_003735,IT_Services,NR,39.04,29.32,19.23,9.82,97.41,0.0,APPROVE,19.66,10.0,0
CMP_003736,Real_Estate_Residential,BBB,39.05,29.35,19.19,9.8,97.39,0.0,APPROVE,186.78,10.0,0
CMP_003737,Real_Estate_Commercial,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,20.15,10.0,0
CMP_003738,Real_Estate_Commercial,AA,39.05,29.35,19.23,9.84,97.47,0.0,APPROVE,18.86,10.0,0
CMP_003739,Pharma,BBB,39.02,29.35,19.11,9.65,97.13,0.0,APPROVE,59.32,10.0,0
CMP_003740,FMCG_Distribution,BBB,39.05,29.35,19.17,9.86,97.43,0.0,APPROVE,40.74,10.0,0
CMP_003741,Hospitals_Healthcare,BBB,39.03,29.35,19.25,9.86,97.49,0.0,APPROVE,49.64,10.0,0
CMP_003742,Real_Estate_Commercial,BBB,39.05,29.29,19.0,9.74,97.08,0.0,APPROVE,45.84,10.0,0
CMP_003743,Manufacturing_General,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,15.97,10.0,0
CMP_003744,Manufacturing_General,BBB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,138.94,10.0,0
CMP_003745,Textiles_Cotton,BBB,39.05,29.34,19.25,9.85,97.49,0.0,APPROVE,78.11,10.0,0
CMP_003746,Real_Estate_Residential,A,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,113.35,10.0,0
CMP_003747,Cement,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,25.05,10.0,0
CMP_003748,Cement,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,53.33,10.0,0
CMP_003749,FMCG_Distribution,AA,39.05,29.35,19.2,9.86,97.46,0.0,APPROVE,44.76,10.0,0
CMP_003750,FMCG_Distribution,BBB,39.05,29.35,19.14,9.86,97.4,0.0,APPROVE,94.23,10.0,0
CMP_003751,FMCG_Distribution,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,96.69,10.0,0
CMP_003752,Steel_Secondary,A,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,44.6,10.0,0
CMP_003753,Real_Estate_Residential,A,39.05,29.35,18.33,9.86,96.59,0.0,APPROVE,11.35,10.0,0
CMP_003754,Textiles_Cotton,NR,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,158.7,10.0,0
CMP_003755,Textiles_Cotton,B,16.18,12.18,13.27,6.53,48.16,1.0,REJECT,0.0,,1
CMP_003756,Textiles_Cotton,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,23.49,10.0,0
CMP_003757,Steel_Secondary,BBB,39.05,29.34,19.19,9.85,97.43,0.0,APPROVE,52.91,10.0,0
CMP_003758,Cement,A,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,11.41,10.0,0
CMP_003759,Hospitals_Healthcare,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,88.91,10.0,0
CMP_003760,Manufacturing_General,AAA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,11.78,10.0,0
CMP_003761,Real_Estate_Commercial,BB,38.37,29.31,19.11,9.84,96.63,0.0,APPROVE,32.03,10.0,0
CMP_003762,Pharma,BBB,39.04,29.33,18.13,9.36,95.86,0.0,APPROVE,46.47,10.0,0
CMP_003763,Steel_Secondary,C,36.19,28.33,19.18,9.84,93.54,0.0,APPROVE,87.74,10.0,0
CMP_003764,IT_Services,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,41.62,10.0,0
CMP_003765,Steel_Secondary,B,38.85,29.33,19.15,9.66,96.99,0.0,APPROVE,63.52,10.0,0
CMP_003766,NBFC,B,38.42,29.34,19.25,5.32,92.33,0.0,APPROVE,37.37,10.0,1
CMP_003767,Cement,A,39.05,29.35,19.09,9.86,97.35,0.0,APPROVE,37.25,10.0,0
CMP_003768,Manufacturing_General,BBB,39.05,29.34,19.23,9.86,97.48,0.0,APPROVE,40.92,10.0,0
CMP_003769,Manufacturing_General,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,32.85,10.0,0
CMP_003770,Pharma,A,39.05,29.35,19.15,9.85,97.4,0.0,APPROVE,9.91,10.0,0
CMP_003771,FMCG_Distribution,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,20.67,10.0,0
CMP_003772,Steel_Secondary,BBB,39.05,29.35,19.25,9.84,97.49,0.0,APPROVE,46.49,10.0,0
CMP_003773,Real_Estate_Commercial,BBB,39.02,29.28,19.25,9.81,97.36,0.0,APPROVE,31.31,10.0,0
CMP_003774,Real_Estate_Residential,NR,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,33.74,10.0,0
CMP_003775,Chemical,A,39.05,29.33,19.19,9.86,97.43,0.0,APPROVE,29.5,10.0,0
CMP_003776,Hospitals_Healthcare,NR,39.05,29.34,19.04,9.86,97.29,0.0,APPROVE,19.15,10.0,0
CMP_003777,Pharma,A,39.04,29.34,19.24,9.85,97.47,0.0,APPROVE,25.76,10.0,0
CMP_003778,Real_Estate_Residential,BB,39.05,29.33,19.13,9.36,96.87,0.0,APPROVE,29.9,10.0,0
CMP_003779,FMCG_Distribution,BBB,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,38.37,10.0,0
CMP_003780,Cement,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,52.35,10.0,0
CMP_003781,Steel_Secondary,B,38.88,29.2,19.25,9.15,96.48,0.0,APPROVE,33.08,10.0,0
CMP_003782,Manufacturing_General,BBB,39.05,29.34,19.2,9.85,97.44,0.0,APPROVE,16.77,10.0,0
CMP_003783,Hospitals_Healthcare,BB,39.04,29.34,19.24,9.86,97.48,0.0,APPROVE,12.49,10.0,0
CMP_003784,Hospitals_Healthcare,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,305.29,10.0,0
CMP_003785,Manufacturing_General,BBB,39.04,29.34,19.25,9.83,97.46,0.0,APPROVE,15.48,10.0,0
CMP_003786,Pharma,BBB,39.05,29.33,19.14,9.84,97.36,0.0,APPROVE,25.24,10.0,0
CMP_003787,IT_Services,BB,39.04,29.33,19.25,9.86,97.48,0.0,APPROVE,57.8,10.0,0
CMP_003788,Manufacturing_General,AA,39.05,29.35,19.19,9.86,97.45,0.0,APPROVE,51.01,10.0,0
CMP_003789,Agri_Food,BB,38.3,28.68,19.07,9.86,95.91,0.0,APPROVE,57.97,10.0,0
CMP_003790,Textiles_Cotton,C,17.06,9.51,12.74,4.48,43.79,1.0,REJECT,0.0,,1
CMP_003791,Manufacturing_General,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,46.26,10.0,0
CMP_003792,NBFC,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,40.14,10.0,0
CMP_003793,Real_Estate_Commercial,BB,39.04,29.31,19.25,9.86,97.46,0.0,APPROVE,29.77,10.0,0
CMP_003794,Manufacturing_General,BBB,39.05,29.35,18.96,9.85,97.21,0.0,APPROVE,46.51,10.0,0
CMP_003795,Real_Estate_Residential,BBB,39.05,29.35,19.19,9.86,97.45,0.0,APPROVE,88.91,10.0,0
CMP_003796,Pharma,A,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,37.55,10.0,0
CMP_003797,Manufacturing_General,BBB,39.05,29.32,19.24,9.86,97.47,0.0,APPROVE,37.74,10.0,0
CMP_003798,Manufacturing_General,A,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,89.82,10.0,0
CMP_003799,Pharma,BBB,39.05,29.29,19.2,9.76,97.3,0.0,APPROVE,82.47,10.0,0
CMP_003800,Steel_Secondary,BB,39.04,29.35,19.25,9.85,97.49,0.0,APPROVE,135.7,10.0,0
CMP_003801,Chemical,A,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,9.38,10.0,0
CMP_003802,Hospitals_Healthcare,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,78.84,10.0,0
CMP_003803,Agri_Food,NR,39.01,29.29,19.1,9.62,97.02,0.0,APPROVE,61.84,10.0,0
CMP_003804,Textiles_Cotton,BB,39.04,29.34,18.85,9.84,97.07,0.0,APPROVE,18.82,10.0,0
CMP_003805,Agri_Food,B,17.57,9.93,13.09,4.69,45.28,1.0,REJECT,0.0,,1
CMP_003806,Cement,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,88.61,10.0,0
CMP_003807,Steel_Secondary,BB,39.05,29.29,19.21,9.86,97.41,0.0,APPROVE,19.69,10.0,0
CMP_003808,Manufacturing_General,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,54.45,10.0,0
CMP_003809,Manufacturing_General,A,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,76.74,10.0,0
CMP_003810,Real_Estate_Residential,A,39.04,29.35,19.22,9.86,97.47,0.0,APPROVE,16.23,10.0,0
CMP_003811,IT_Services,BBB,39.05,29.35,19.12,9.86,97.38,0.0,APPROVE,34.1,10.0,0
CMP_003812,Textiles_Cotton,B,38.61,26.6,19.19,8.22,92.62,0.0,APPROVE,48.62,10.0,0
CMP_003813,NBFC,BBB,39.04,29.35,19.25,9.85,97.49,0.0,APPROVE,20.22,10.0,0
CMP_003814,Textiles_Cotton,BB,39.05,29.33,19.25,9.85,97.48,0.0,APPROVE,18.91,10.0,0
CMP_003815,Pharma,BB,39.05,29.34,19.24,9.85,97.48,0.0,APPROVE,34.31,10.0,0
CMP_003816,Steel_Primary,BBB,39.0,28.8,19.19,9.85,96.84,0.0,APPROVE,72.58,10.0,0
CMP_003817,Hospitals_Healthcare,BBB,39.05,29.34,19.17,9.86,97.42,0.0,APPROVE,63.97,10.0,0
CMP_003818,Hospitals_Healthcare,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,19.19,10.0,0
CMP_003819,IT_Services,BBB,39.05,29.35,18.93,9.86,97.19,0.0,APPROVE,64.4,10.0,0
CMP_003820,Steel_Primary,AA,39.05,29.27,19.24,9.86,97.42,0.0,APPROVE,19.58,10.0,0
CMP_003821,Steel_Primary,NR,39.05,29.29,19.25,9.84,97.43,0.0,APPROVE,10.54,10.0,0
CMP_003822,Hospitals_Healthcare,A,39.05,29.35,19.12,9.86,97.38,0.0,APPROVE,28.49,10.0,0
CMP_003823,Steel_Secondary,AA,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,93.85,10.0,0
CMP_003824,Textiles_Cotton,B,38.9,27.12,19.22,7.73,92.97,0.0,APPROVE,64.59,10.0,0
CMP_003825,Manufacturing_General,BBB,39.05,29.34,19.23,9.84,97.46,0.0,APPROVE,38.17,10.0,0
CMP_003826,IT_Services,BB,39.04,29.34,19.19,9.85,97.42,0.0,APPROVE,27.38,10.0,0
CMP_003827,IT_Services,BBB,39.05,29.35,19.18,9.85,97.43,0.0,APPROVE,27.98,10.0,0
CMP_003828,Hospitals_Healthcare,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,41.69,10.0,0
CMP_003829,Textiles_Cotton,A,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,16.26,10.0,0
CMP_003830,Steel_Primary,BBB,39.05,29.35,19.21,9.84,97.45,0.0,APPROVE,28.93,10.0,0
CMP_003831,Hospitals_Healthcare,BBB,39.04,29.35,19.25,9.86,97.5,0.0,APPROVE,32.16,10.0,0
CMP_003832,Hospitals_Healthcare,BB,39.02,29.34,19.21,9.86,97.43,0.0,APPROVE,12.97,10.0,0
CMP_003833,Steel_Primary,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,19.54,10.0,0
CMP_003834,IT_Services,NR,39.05,29.34,18.96,9.85,97.2,0.0,APPROVE,53.07,10.0,0
CMP_003835,Steel_Secondary,AA,39.05,29.34,18.53,9.86,96.78,0.0,APPROVE,38.51,10.0,0
CMP_003836,Chemical,BBB,39.05,29.35,19.16,9.85,97.41,0.0,APPROVE,29.85,10.0,0
CMP_003837,Manufacturing_General,BBB,39.04,29.35,19.25,9.86,97.5,0.0,APPROVE,18.43,10.0,0
CMP_003838,Chemical,D,11.66,26.01,19.17,6.3,63.14,0.9862,CONDITIONAL,80.96,12.84,0
CMP_003839,Real_Estate_Residential,AA,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,19.55,10.0,0
CMP_003840,Pharma,BBB,39.05,29.34,19.18,9.85,97.42,0.0,APPROVE,46.74,10.0,0
CMP_003841,Manufacturing_General,B,38.95,29.17,18.93,9.44,96.49,0.0,APPROVE,25.87,10.0,0
CMP_003842,IT_Services,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,39.35,10.0,0
CMP_003843,Cement,B,39.01,29.34,19.02,9.85,97.22,0.0,APPROVE,55.12,10.0,0
CMP_003844,Manufacturing_General,AAA,39.05,29.35,19.24,9.82,97.46,0.0,APPROVE,12.77,10.0,0
CMP_003845,Real_Estate_Residential,BB,39.05,29.22,19.24,9.85,97.36,0.0,APPROVE,38.02,10.0,0
CMP_003846,Agri_Food,NR,38.99,29.34,19.12,9.62,97.07,0.0,APPROVE,99.08,10.0,0
CMP_003847,Pharma,BB,39.05,29.34,19.21,9.69,97.29,0.0,APPROVE,156.42,10.0,0
CMP_003848,Real_Estate_Residential,BBB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,34.44,10.0,0
CMP_003849,Manufacturing_General,AA,39.05,29.35,19.25,9.83,97.48,0.0,APPROVE,39.52,10.0,0
CMP_003850,Cement,D,11.69,9.31,13.33,4.63,38.96,1.0,REJECT,0.0,,1
CMP_003851,Manufacturing_General,BBB,39.05,29.34,19.22,9.86,97.47,0.0,APPROVE,94.75,10.0,0
CMP_003852,NBFC,AAA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,23.32,10.0,0
CMP_003853,Chemical,BB,39.05,29.33,19.07,9.86,97.31,0.0,APPROVE,23.3,10.0,0
CMP_003854,Real_Estate_Residential,BBB,39.05,29.34,19.24,9.86,97.49,0.0,APPROVE,82.15,10.0,0
CMP_003855,Manufacturing_General,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,17.02,10.0,0
CMP_003856,Steel_Primary,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,91.24,10.0,0
CMP_003857,Pharma,AA,39.05,29.35,19.19,9.8,97.39,0.0,APPROVE,49.94,10.0,0
CMP_003858,Cement,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,57.83,10.0,0
CMP_003859,Hospitals_Healthcare,BB,38.98,29.33,19.24,9.67,97.22,0.0,APPROVE,31.12,10.0,0
CMP_003860,Hospitals_Healthcare,BBB,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,23.09,10.0,0
CMP_003861,NBFC,B,17.59,10.65,12.96,5.28,46.48,1.0,REJECT,0.0,,1
CMP_003862,Steel_Primary,B,38.91,29.29,19.15,9.82,97.17,0.0,APPROVE,31.37,10.0,0
CMP_003863,Textiles_Cotton,BB,39.05,29.34,19.11,9.85,97.35,0.0,APPROVE,27.51,10.0,0
CMP_003864,Manufacturing_General,AAA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,35.85,10.0,0
CMP_003865,Steel_Primary,BB,39.04,29.27,19.25,9.85,97.41,0.0,APPROVE,44.6,10.0,0
CMP_003866,Cement,BBB,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,16.75,10.0,0
CMP_003867,Real_Estate_Residential,BBB,39.05,29.35,19.25,9.84,97.49,0.0,APPROVE,24.32,10.0,0
CMP_003868,Real_Estate_Residential,BB,39.04,29.34,17.29,8.96,94.63,0.0,APPROVE,23.31,10.0,0
CMP_003869,Manufacturing_General,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,75.15,10.0,0
CMP_003870,Cement,C,38.48,27.73,19.24,7.58,93.03,0.0,APPROVE,18.82,10.0,0
CMP_003871,Textiles_Cotton,A,39.05,29.34,19.24,9.76,97.39,0.0,APPROVE,9.38,10.0,0
CMP_003872,Manufacturing_General,BB,39.05,29.21,19.23,9.85,97.34,0.0,APPROVE,7.92,10.0,0
CMP_003873,Hospitals_Healthcare,AAA,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,11.79,10.0,0
CMP_003874,Manufacturing_General,D,11.49,8.94,13.15,4.66,38.24,1.0,REJECT,0.0,,1
CMP_003875,Cement,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,38.72,10.0,0
CMP_003876,Manufacturing_General,AA,39.05,29.35,19.21,9.85,97.46,0.0,APPROVE,57.07,10.0,0
CMP_003877,FMCG_Distribution,BBB,39.05,29.35,19.18,9.86,97.44,0.0,APPROVE,58.7,10.0,0
CMP_003878,Pharma,BBB,39.04,29.35,19.2,9.85,97.44,0.0,APPROVE,39.98,10.0,0
CMP_003879,Textiles_Cotton,A,39.05,29.34,19.25,9.85,97.49,0.0,APPROVE,36.0,10.0,0
CMP_003880,IT_Services,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,88.14,10.0,0
CMP_003881,Real_Estate_Commercial,BBB,39.04,29.35,19.25,9.85,97.49,0.0,APPROVE,42.95,10.0,0
CMP_003882,Chemical,AA,39.05,29.34,19.12,9.86,97.37,0.0,APPROVE,117.05,10.0,0
CMP_003883,Textiles_Cotton,BBB,39.05,29.35,19.17,9.83,97.4,0.0,APPROVE,62.8,10.0,0
