MSME_Tier,Industry_Sector,Sector_Beta,DSCR,Current_Ratio,EBITDA_Margin,GST_Delay_Days,GST_Mismatch_Pct,Fraud_Keyword_Count,Default_Flag
Micro,Logistics,1.3,1.52,1.33,0.1605,1,0.0103,0,0
Micro,Manufacturing,1.1,1.08,1.07,0.089,2,0.05,0,0
Micro,IT_Services,0.8,1.73,1.47,0.1204,0,0.0145,0,0
Micro,Manufacturing,1.1,1.1,1.07,0.0948,5,0.0701,0,0
Micro,Manufacturing,1.1,1.5,1.31,0.0627,5,0.0709,0,0
Micro,Logistics,1.3,1.53,1.33,0.1126,1,0.0237,0,0
Micro,Auto_Ancillary,1.5,1.21,1.14,0.1008,4,0.031,0,0
Micro,Auto_Ancillary,1.5,1.3,1.19,0.1158,5,0.0617,0,0
Small,IT_Services,0.8,1.13,1.09,0.0999,2,0.0344,0,0
Micro,Auto_Ancillary,1.5,1.39,1.25,0.1696,2,0.048,0,0
Micro,Manufacturing,1.1,1.02,1.03,0.0833,6,0.0613,0,0
Micro,Manufacturing,1.1,1.31,1.2,0.1471,0,0.0485,0,0
Micro,Manufacturing,1.1,1.7,1.45,0.143,0,0.0469,0,0
Micro,IT_Services,0.8,0.95,1.0,0.103,12,0.0667,0,0
Micro,Retail_Trading,1.0,1.21,1.13,0.1398,3,0.0295,0,0
Micro,Logistics,1.3,1.61,1.39,0.1159,2,0.0501,0,0
Medium,Manufacturing,1.1,0.57,0.82,0.0675,9,0.0646,3,1
Micro,Logistics,1.3,2.14,1.81,0.1364,0,0.0189,0,0
Micro,Auto_Ancillary,1.5,1.82,1.54,0.1443,2,0.0131,0,0
Micro,Retail_Trading,1.0,0.78,0.92,0.0281,11,0.0667,0,0
Micro,Retail_Trading,1.0,0.56,0.82,0.0802,3,0.0506,0,0
Micro,Retail_Trading,1.0,1.41,1.26,0.1459,4,0.0636,0,0
Micro,Retail_Trading,1.0,0.95,1.0,0.1012,5,0.0608,0,0
Micro,IT_Services,0.8,1.78,1.52,0.1397,1,0.0305,0,0
Micro,Retail_Trading,1.0,1.56,1.35,0.1432,3,0.0416,0,0
Micro,IT_Services,0.8,1.45,1.28,0.1252,3,0.0753,0,0
Micro,Auto_Ancillary,1.5,1.17,1.12,0.0514,7,0.054,0,0
Micro,Retail_Trading,1.0,2.04,1.72,0.1991,0,0.0335,0,0
Micro,Retail_Trading,1.0,1.7,1.45,0.2279,1,0.0366,0,0
Micro,Manufacturing,1.1,1.64,1.41,0.1856,1,0.0573,0,0
Micro,Manufacturing,1.1,1.88,1.59,0.1314,3,0.0262,0,0
Micro,Manufacturing,1.1,0.99,1.02,0.0712,3,0.0456,0,0
Micro,IT_Services,0.8,1.91,1.62,0.1961,1,0.2325,0,0
Micro,Logistics,1.3,1.29,1.19,0.121,3,0.0555,0,0
Micro,IT_Services,0.8,1.53,1.34,0.1594,1,0.0503,0,0
Micro,IT_Services,0.8,1.34,1.21,0.0811,13,0.0547,0,0
Micro,Retail_Trading,1.0,0.65,0.86,0.1087,11,0.0645,0,0
Micro,Retail_Trading,1.0,1.78,1.51,0.1495,1,0.0543,0,0
Micro,Logistics,1.3,0.67,0.87,0.1416,6,0.0586,0,0
Micro,Auto_Ancillary,1.5,1.01,1.03,0.1345,2,0.0842,0,0
Micro,Retail_Trading,1.0,1.22,1.14,0.1189,4,0.0499,0,0
Micro,Retail_Trading,1.0,0.62,0.85,0.1581,8,0.0448,0,0
Micro,IT_Services,0.8,0.96,1.0,0.0925,16,0.0835,0,0
Micro,Retail_Trading,1.0,1.5,1.31,0.1802,2,0.0308,0,0
Micro,Logistics,1.3,1.26,1.17,0.1352,3,0.0242,0,0
Small,IT_Services,0.8,1.29,1.19,0.143,3,0.0466,0,0
Micro,Retail_Trading,1.0,1.03,1.04,0.2144,5,0.0763,0,0
Micro,Retail_Trading,1.0,1.42,1.26,0.0422,2,0.0215,0,0
Micro,IT_Services,0.8,1.27,1.17,0.0639,2,0.0413,0,0
Small,IT_Services,0.8,0.74,0.9,0.1368,5,0.0563,0,0
Small,Manufacturing,1.1,1.32,1.2,0.1503,4,0.0622,0,0
Micro,IT_Services,0.8,0.9,0.98,0.1048,20,0.0674,0,0
Micro,Retail_Trading,1.0,1.76,1.5,0.1754,0,0.0263,0,0
Micro,IT_Services,0.8,1.24,1.16,0.0728,3,0.0772,0,0
Micro,Retail_Trading,1.0,2.41,2.07,0.232,0,0.0427,0,0
Micro,IT_Services,0.8,1.79,1.52,0.1863,4,0.0753,0,0
Micro,IT_Services,0.8,1.35,1.22,0.1797,3,0.0707,0,0
Micro,IT_Services,0.8,1.63,1.4,0.0716,0,0.0164,0,0
Micro,Retail_Trading,1.0,0.56,0.82,0.1257,3,0.0478,0,0
Micro,Manufacturing,1.1,1.78,1.52,0.1355,1,0.0,0,0
Micro,Auto_Ancillary,1.5,1.07,1.06,0.1944,2,0.0697,0,0
Micro,Manufacturing,1.1,1.44,1.27,0.131,6,0.0864,0,0
Micro,Retail_Trading,1.0,1.11,1.08,0.0758,4,0.4241,0,1
Micro,Auto_Ancillary,1.5,1.15,1.1,0.1315,2,0.0801,0,0
Micro,Auto_Ancillary,1.5,1.33,1.21,0.055,4,0.0274,0,0
Micro,Retail_Trading,1.0,1.43,1.27,0.16,3,0.0473,0,0
Micro,Logistics,1.3,1.39,1.24,0.104,3,0.0352,0,0
Micro,Logistics,1.3,1.4,1.25,0.1134,2,0.0456,0,0
Micro,Logistics,1.3,0.75,0.9,0.1031,2,0.0384,0,0
Micro,IT_Services,0.8,2.33,1.99,0.1458,0,0.0,0,0
Micro,Retail_Trading,1.0,1.49,1.31,0.1834,1,0.0313,0,0
Micro,Logistics,1.3,1.58,1.36,0.1167,1,0.0477,0,0
Small,Manufacturing,1.1,1.26,1.17,0.1335,4,0.0224,0,0
Micro,Auto_Ancillary,1.5,1.05,1.05,0.1265,3,0.0341,0,0
Micro,Retail_Trading,1.0,1.46,1.29,0.1239,2,0.0521,0,0
Micro,Logistics,1.3,1.52,1.32,0.0957,5,0.0309,0,0
Micro,Retail_Trading,1.0,1.92,1.62,0.0573,2,0.0651,0,0
Micro,Auto_Ancillary,1.5,2.23,1.89,0.1938,1,0.0246,0,0
Micro,Auto_Ancillary,1.5,1.99,1.68,0.1056,2,0.068,0,0
Micro,Logistics,1.3,0.69,0.88,0.1654,4,0.0756,0,0
Micro,Logistics,1.3,1.22,1.14,0.0899,2,0.0495,0,0
Small,IT_Services,0.8,1.53,1.34,0.1719,6,0.0635,0,0
Micro,Manufacturing,1.1,1.24,1.15,0.1184,6,0.0697,0,0
Micro,Manufacturing,1.1,1.38,1.24,0.1773,1,0.0493,0,0
Micro,IT_Services,0.8,0.54,0.81,0.0996,7,0.3266,0,1
Micro,IT_Services,0.8,1.77,1.5,0.1522,4,0.0667,0,0
Micro,Retail_Trading,1.0,0.65,0.86,0.0476,11,0.3135,0,1
Micro,Logistics,1.3,0.77,0.91,0.1227,6,0.0674,0,0
Micro,Retail_Trading,1.0,0.99,1.02,0.1378,1,0.0371,0,0
Micro,Logistics,1.3,1.36,1.23,0.1248,1,0.0153,0,0
Micro,Manufacturing,1.1,0.75,0.9,0.1344,11,0.0645,0,0
Micro,Auto_Ancillary,1.5,0.98,1.01,0.1181,6,0.035,0,0
Micro,Retail_Trading,1.0,1.86,1.57,0.1829,2,0.0516,0,0
Micro,Manufacturing,1.1,1.36,1.22,0.1226,4,0.0704,0,0
Micro,Auto_Ancillary,1.5,1.57,1.36,0.1676,2,0.0727,0,0
Micro,Auto_Ancillary,1.5,0.91,0.98,0.1099,6,0.0444,0,0
Micro,Auto_Ancillary,1.5,1.38,1.24,0.1946,3,0.0603,0,0
Small,Manufacturing,1.1,1.35,1.22,0.1055,9,0.4219,0,1
Micro,Retail_Trading,1.0,1.08,1.07,0.1039,4,0.068,0,0
Micro,Auto_Ancillary,1.5,1.38,1.24,0.0949,2,0.0507,0,0
Micro,Manufacturing,1.1,0.64,0.86,0.0755,16,0.0854,0,0
Micro,Manufacturing,1.1,1.58,1.36,0.108,3,0.0422,0,0
Micro,Retail_Trading,1.0,1.24,1.15,0.1891,0,0.0282,0,0
Micro,Auto_Ancillary,1.5,1.3,1.19,0.1926,6,0.4161,0,1
Micro,IT_Services,0.8,1.74,1.48,0.1293,7,0.0279,0,0
Micro,Logistics,1.3,1.57,1.36,0.1791,7,0.061,0,0
Micro,Auto_Ancillary,1.5,1.27,1.17,0.109,4,0.0768,0,0
Small,Logistics,1.3,0.95,1.0,0.118,2,0.065,0,0
Micro,Auto_Ancillary,1.5,1.93,1.63,0.1976,0,0.0197,0,0
Micro,Auto_Ancillary,1.5,0.86,0.96,0.09,10,0.0597,0,0
Micro,Logistics,1.3,1.65,1.42,0.0934,2,0.0524,0,0
Micro,Logistics,1.3,0.76,0.91,0.1117,5,0.0552,0,0
Micro,Manufacturing,1.1,1.77,1.5,0.1051,1,0.0483,0,0
Medium,Logistics,1.3,1.8,1.53,0.1375,1,0.0436,0,0
Small,Auto_Ancillary,1.5,0.63,0.85,0.1014,5,0.0544,0,0
Medium,Retail_Trading,1.0,1.58,1.37,0.1522,2,0.0414,0,0
Micro,Auto_Ancillary,1.5,1.55,1.35,0.1513,1,0.0386,0,0
Micro,Manufacturing,1.1,1.68,1.44,0.1425,3,0.0492,0,0
Micro,Auto_Ancillary,1.5,1.55,1.34,0.1574,10,0.0679,0,0
Micro,Retail_Trading,1.0,1.02,1.03,0.1619,1,0.0345,0,0
Micro,Retail_Trading,1.0,1.31,1.2,0.1478,1,0.0344,0,0
Micro,Manufacturing,1.1,2.07,1.74,0.1854,1,0.0434,0,0
Micro,IT_Services,0.8,0.96,1.0,0.0697,5,0.0583,0,0
Micro,Retail_Trading,1.0,1.53,1.33,0.1335,2,0.0407,0,0
Micro,IT_Services,0.8,1.86,1.57,0.1538,4,0.3802,0,0
Micro,Auto_Ancillary,1.5,1.0,1.03,0.1895,1,0.0365,0,0
Micro,Retail_Trading,1.0,0.83,0.94,0.017,16,0.0314,0,0
Micro,Logistics,1.3,0.89,0.97,0.1324,14,0.0196,0,0
Micro,Retail_Trading,1.0,1.56,1.35,0.1467,3,0.0339,0,0
Micro,Logistics,1.3,0.89,0.97,0.1267,4,0.006,0,0
Micro,IT_Services,0.8,1.35,1.22,0.068,6,0.076,0,0
Micro,Retail_Trading,1.0,1.95,1.64,0.1493,3,0.0696,0,0
Micro,Manufacturing,1.1,1.38,1.24,0.1881,5,0.0766,0,0
Micro,IT_Services,0.8,1.09,1.07,0.0655,8,0.0664,0,0
Micro,IT_Services,0.8,1.45,1.28,0.1484,0,0.035,0,0
Micro,Logistics,1.3,1.37,1.23,0.0976,5,0.0647,0,0
Micro,Retail_Trading,1.0,1.58,1.37,0.1889,4,0.04,0,0
Micro,Auto_Ancillary,1.5,2.05,1.73,0.1768,2,0.0396,0,0
Micro,Logistics,1.3,1.56,1.35,0.1438,2,0.0335,0,0
Micro,IT_Services,0.8,2.21,1.88,0.1254,1,0.0296,0,0
Micro,Logistics,1.3,1.58,1.37,0.122,2,0.0555,0,0
Micro,Manufacturing,1.1,1.09,1.07,0.0945,6,0.0353,0,0
Medium,Manufacturing,1.1,2.32,1.98,0.1246,1,0.0506,0,0
Medium,Manufacturing,1.1,1.35,1.22,0.1125,1,0.0413,0,0
Medium,Logistics,1.3,0.98,1.01,0.0317,13,0.0777,0,0
Small,Logistics,1.3,2.33,1.99,0.1838,0,0.0382,0,0
Small,Manufacturing,1.1,1.11,1.08,0.0931,2,0.0371,0,0
Small,IT_Services,0.8,1.09,1.07,0.0818,3,0.054,0,0
Micro,IT_Services,0.8,1.18,1.12,0.0586,4,0.0499,0,0
Micro,Manufacturing,1.1,1.47,1.29,0.138,3,0.0605,0,0
Micro,IT_Services,0.8,1.77,1.51,0.2056,15,0.075,0,0
Micro,Logistics,1.3,0.34,0.74,0.0666,12,0.033,0,0
Micro,Logistics,1.3,1.77,1.5,0.1852,2,0.0516,0,0
Micro,Logistics,1.3,1.18,1.12,0.1324,8,0.0558,0,0
Micro,Manufacturing,1.1,1.23,1.15,0.1076,1,0.0249,0,0
Micro,Logistics,1.3,2.09,1.76,0.2188,1,0.0652,0,0
Micro,IT_Services,0.8,1.49,1.3,0.0601,13,0.4361,0,1
Micro,Retail_Trading,1.0,1.58,1.37,0.1325,0,0.0307,0,0
Micro,Retail_Trading,1.0,1.38,1.24,0.1063,6,0.0619,0,0
Micro,IT_Services,0.8,1.71,1.46,0.1439,1,0.0621,0,0
Small,Manufacturing,1.1,2.05,1.73,0.1035,1,0.0812,0,0
Micro,Manufacturing,1.1,0.41,0.76,0.1099,15,0.0744,0,0
Micro,Retail_Trading,1.0,1.83,1.55,0.0777,1,0.0424,0,0
Micro,IT_Services,0.8,2.02,1.7,0.1684,0,0.0304,0,0
Micro,Manufacturing,1.1,1.6,1.38,0.1096,1,0.0199,0,0
Micro,Retail_Trading,1.0,1.13,1.09,0.1261,10,0.0564,0,0
Micro,Manufacturing,1.1,0.94,0.99,0.0757,10,0.0706,0,0
Micro,Auto_Ancillary,1.5,2.34,2.0,0.1266,0,0.0356,0,0
Small,Manufacturing,1.1,1.04,1.04,0.1637,14,0.0695,0,0
Micro,Logistics,1.3,2.01,1.69,0.2067,2,0.0728,0,0
Micro,Manufacturing,1.1,1.56,1.35,0.0843,0,0.0406,0,0
Micro,Retail_Trading,1.0,2.22,1.88,0.1586,1,0.0357,0,0
Micro,Retail_Trading,1.0,1.27,1.17,0.1433,0,0.0155,0,0
Micro,Manufacturing,1.1,0.76,0.91,0.0919,7,0.0574,0,0
Small,Retail_Trading,1.0,1.4,1.25,0.1189,2,0.024,0,0
Micro,Retail_Trading,1.0,0.81,0.93,0.1227,9,0.082,0,0
Micro,IT_Services,0.8,2.47,2.14,0.1829,1,0.0453,0,0
Micro,Manufacturing,1.1,1.65,1.42,0.1136,2,0.0799,0,0
Micro,Logistics,1.3,1.71,1.46,0.1518,2,0.0329,0,0
Micro,Manufacturing,1.1,1.71,1.46,0.1228,2,0.0593,0,0
Small,Logistics,1.3,1.12,1.09,0.0959,2,0.043,0,0
Micro,Retail_Trading,1.0,1.35,1.22,0.0909,2,0.0854,0,0
Micro,Logistics,1.3,1.44,1.28,0.0949,11,0.0737,0,0
Micro,Auto_Ancillary,1.5,2.18,1.84,0.1606,0,0.0466,0,0
Micro,IT_Services,0.8,0.94,0.99,0.0454,12,0.2635,0,1
Micro,Retail_Trading,1.0,1.11,1.08,0.0512,2,0.0772,0,0
Micro,Retail_Trading,1.0,1.25,1.16,0.108,2,0.0276,0,0
Micro,Manufacturing,1.1,1.13,1.09,0.1094,5,0.0652,0,0
Micro,Manufacturing,1.1,0.82,0.93,0.0582,9,0.0661,0,0
Micro,Logistics,1.3,0.32,0.73,0.1409,5,0.0704,0,0
Micro,Manufacturing,1.1,0.67,0.87,0.0634,2,0.0345,0,0
Micro,IT_Services,0.8,1.84,1.56,0.1136,5,0.0514,0,0
Micro,Retail_Trading,1.0,1.4,1.25,0.0928,1,0.0249,0,0
Micro,IT_Services,0.8,1.73,1.48,0.1682,1,0.0491,0,0
Micro,IT_Services,0.8,1.17,1.11,0.1729,2,0.0286,0,0
Micro,Retail_Trading,1.0,1.36,1.23,0.083,2,0.0418,0,0
Micro,Manufacturing,1.1,2.05,1.73,0.1766,0,0.0293,0,0
Micro,IT_Services,0.8,2.02,1.71,0.1546,2,0.0488,0,0
Small,IT_Services,0.8,1.78,1.51,0.1071,3,0.0435,0,0
Medium,Logistics,1.3,1.48,1.3,0.1329,8,0.0792,0,0
Micro,Auto_Ancillary,1.5,1.61,1.39,0.0799,1,0.0302,0,0
Micro,IT_Services,0.8,1.55,1.35,0.1168,2,0.0525,0,0
Micro,Manufacturing,1.1,1.33,1.21,0.0806,2,0.0292,0,0
Micro,IT_Services,0.8,1.24,1.15,0.1012,12,0.444,0,1
Micro,Manufacturing,1.1,1.85,1.56,0.1405,0,0.0563,0,0
Micro,IT_Services,0.8,0.88,0.96,0.1541,17,0.0676,0,0
Small,Manufacturing,1.1,1.99,1.68,0.1457,1,0.0162,0,0
Micro,Logistics,1.3,1.29,1.18,0.0791,4,0.0625,0,0
Small,Logistics,1.3,0.87,0.96,0.0996,5,0.0272,0,0
Micro,Retail_Trading,1.0,1.18,1.12,0.0352,13,0.0815,0,0
Micro,IT_Services,0.8,1.05,1.05,0.1374,1,0.0345,0,0
Micro,Manufacturing,1.1,1.17,1.11,0.0811,7,0.0622,0,0
Micro,Retail_Trading,1.0,1.16,1.11,0.1801,1,0.0387,0,0
Medium,Retail_Trading,1.0,1.15,1.1,0.1434,1,0.0478,0,0
Small,Logistics,1.3,1.28,1.18,0.119,5,0.0575,0,0
Medium,Manufacturing,1.1,1.37,1.23,0.1081,4,0.0644,0,0
Micro,IT_Services,0.8,1.71,1.46,0.1165,2,0.0567,0,0
Micro,Retail_Trading,1.0,1.3,1.19,0.1027,11,0.0368,0,0
Micro,IT_Services,0.8,1.53,1.33,0.125,7,0.0626,0,0
Micro,Retail_Trading,1.0,1.4,1.25,0.1053,1,0.0401,0,0
Micro,Auto_Ancillary,1.5,1.62,1.39,0.149,5,0.0547,0,0
Small,Auto_Ancillary,1.5,1.42,1.26,0.1746,1,0.0377,0,0
Micro,IT_Services,0.8,1.14,1.1,0.1134,5,0.042,0,0
Micro,Manufacturing,1.1,1.03,1.04,0.1458,2,0.018,0,0
Micro,Auto_Ancillary,1.5,1.48,1.3,0.0748,3,0.0699,0,0
Micro,IT_Services,0.8,1.91,1.61,0.1534,0,0.0195,0,0
Small,Logistics,1.3,1.31,1.19,0.1195,10,0.0583,0,0
Medium,Manufacturing,1.1,1.12,1.09,0.0577,2,0.0557,0,0
Micro,Logistics,1.3,1.3,1.19,0.1065,5,0.0416,0,0
Micro,Logistics,1.3,1.18,1.12,0.1424,0,0.0288,0,0
Micro,Retail_Trading,1.0,1.13,1.09,0.0107,3,0.0735,0,0
Small,Logistics,1.3,0.82,0.94,0.0896,14,0.0481,0,0
Micro,Logistics,1.3,1.3,1.19,0.0995,6,0.0642,1,0
Micro,IT_Services,0.8,1.49,1.31,0.1336,1,0.0497,0,0
Micro,Retail_Trading,1.0,0.97,1.01,0.1359,5,0.0501,0,0
Small,Logistics,1.3,1.05,1.05,0.1316,4,0.0399,0,0
Micro,IT_Services,0.8,1.02,1.03,0.1405,2,0.0664,0,0
Micro,Logistics,1.3,0.85,0.95,0.1411,6,0.0489,0,0
Micro,Logistics,1.3,1.02,1.03,0.0914,1,0.0042,0,0
Micro,IT_Services,0.8,1.32,1.2,0.0278,3,0.0393,0,0
Micro,IT_Services,0.8,0.86,0.96,0.1232,18,0.0766,0,0
Micro,IT_Services,0.8,1.34,1.22,0.0808,2,0.0464,0,0
Micro,IT_Services,0.8,1.12,1.09,0.1191,3,0.0412,0,0
Micro,IT_Services,0.8,1.03,1.04,0.0532,10,0.0373,0,0
Micro,Retail_Trading,1.0,1.55,1.35,0.0989,3,0.0545,0,0
Micro,Auto_Ancillary,1.5,1.14,1.1,0.131,0,0.035,0,0
Small,Manufacturing,1.1,1.21,1.14,0.0962,1,0.0571,0,0
Micro,Logistics,1.3,1.92,1.62,0.0796,2,0.0113,0,0
Micro,Manufacturing,1.1,1.03,1.04,0.0556,2,0.0611,0,0
Micro,Retail_Trading,1.0,2.03,1.71,0.1864,3,0.0353,0,0
Micro,Logistics,1.3,1.26,1.17,0.1015,4,0.039,0,0
Micro,Manufacturing,1.1,0.95,1.0,0.0897,5,0.0573,0,0
Micro,IT_Services,0.8,1.18,1.12,0.0887,9,0.0352,0,0
Micro,Manufacturing,1.1,1.43,1.27,0.0654,5,0.026,0,0
Medium,Manufacturing,1.1,1.9,1.61,0.1303,2,0.0075,0,0
Medium,Manufacturing,1.1,1.72,1.47,0.1781,0,0.0369,0,0
Micro,IT_Services,0.8,1.43,1.27,0.0925,5,0.0793,0,0
Micro,Retail_Trading,1.0,1.9,1.61,0.0709,2,0.0245,0,0
Micro,Manufacturing,1.1,0.65,0.86,0.1183,6,0.0751,0,0
Micro,Retail_Trading,1.0,1.5,1.31,0.1271,1,0.0197,0,0
Micro,Manufacturing,1.1,1.52,1.33,0.1319,4,0.0222,0,0
Micro,Auto_Ancillary,1.5,1.53,1.33,0.139,0,0.031,0,0
Micro,Manufacturing,1.1,0.76,0.91,0.0303,16,0.0666,0,0
Small,Retail_Trading,1.0,0.99,1.02,0.0996,5,0.0663,0,0
Micro,Auto_Ancillary,1.5,1.33,1.21,0.1262,3,0.0542,0,0
Micro,Retail_Trading,1.0,1.85,1.56,0.1363,1,0.0246,0,0
Micro,Retail_Trading,1.0,2.17,1.83,0.1488,0,0.0221,0,0
Micro,Logistics,1.3,1.13,1.09,0.1518,2,0.0448,0,0
Micro,Auto_Ancillary,1.5,0.88,0.96,0.1152,1,0.035,0,0
Micro,IT_Services,0.8,1.73,1.47,0.1561,2,0.0324,0,0
Micro,Auto_Ancillary,1.5,2.45,2.11,0.1561,0,0.0234,0,0
Small,Logistics,1.3,1.84,1.56,0.0439,2,0.0437,0,0
Micro,IT_Services,0.8,1.1,1.08,0.0961,2,0.0508,0,0
Micro,IT_Services,0.8,2.54,2.22,0.1649,0,0.0322,0,0
Micro,Manufacturing,1.1,1.67,1.43,0.1239,2,0.0382,0,0
Micro,Auto_Ancillary,1.5,1.08,1.07,0.1046,3,0.0629,0,0
Small,Retail_Trading,1.0,2.17,1.84,0.1588,5,0.04,0,0
Micro,Logistics,1.3,1.05,1.05,0.1409,1,0.0614,0,0
Micro,Retail_Trading,1.0,1.15,1.1,0.0786,4,0.0383,0,0
Micro,Manufacturing,1.1,1.69,1.45,0.1241,0,0.0267,0,0
Micro,Logistics,1.3,1.39,1.24,0.176,2,0.0171,0,0
Micro,Retail_Trading,1.0,1.41,1.26,0.0612,1,0.0637,0,0
Micro,Logistics,1.3,1.42,1.26,0.1105,3,0.0622,0,0
Micro,Logistics,1.3,1.85,1.56,0.0578,2,0.0347,0,0
Micro,Logistics,1.3,0.47,0.79,0.0733,22,0.2898,0,1
Micro,Retail_Trading,1.0,1.51,1.32,0.1283,7,0.0513,0,0
Micro,Logistics,1.3,1.28,1.18,0.0487,10,0.0612,0,0
Medium,Logistics,1.3,1.1,1.08,0.1156,5,0.0486,0,0
Micro,Retail_Trading,1.0,1.1,1.07,0.0831,5,0.054,0,0
Micro,Manufacturing,1.1,0.35,0.74,0.1174,10,0.0378,0,0
Micro,IT_Services,0.8,1.08,1.07,0.1246,1,0.0456,0,0
Micro,Auto_Ancillary,1.5,1.92,1.62,0.1208,3,0.0264,0,0
Small,IT_Services,0.8,1.73,1.48,0.1257,6,0.0289,0,0
Micro,IT_Services,0.8,1.32,1.2,0.1738,3,0.0516,0,0
Micro,Retail_Trading,1.0,0.84,0.94,0.0932,2,0.0768,0,0
Micro,IT_Services,0.8,1.73,1.47,0.0838,1,0.0334,0,0
Micro,Retail_Trading,1.0,1.92,1.62,0.0991,0,0.0491,0,0
Micro,IT_Services,0.8,1.81,1.54,0.1296,1,0.0525,0,0
Small,Auto_Ancillary,1.5,1.01,1.03,0.1457,4,0.0353,0,0
Micro,Manufacturing,1.1,1.05,1.05,0.0882,11,0.419,0,1
Micro,Retail_Trading,1.0,2.06,1.74,0.1064,0,0.0728,0,0
Micro,Logistics,1.3,0.92,0.98,0.101,2,0.0662,0,0
Micro,IT_Services,0.8,1.59,1.38,0.1397,0,0.0514,0,0
Micro,Retail_Trading,1.0,0.69,0.88,0.1105,3,0.0436,0,0
Micro,IT_Services,0.8,1.28,1.18,0.0528,4,0.0629,0,0
Micro,Auto_Ancillary,1.5,1.63,1.41,0.1409,3,0.0439,0,0
Micro,Retail_Trading,1.0,1.39,1.24,0.1291,3,0.0692,0,0
Micro,Manufacturing,1.1,1.61,1.39,0.1122,1,0.0396,0,0
Micro,IT_Services,0.8,0.91,0.98,0.142,7,0.0796,3,0
Micro,IT_Services,0.8,1.07,1.06,0.1235,12,0.082,0,0
Micro,Auto_Ancillary,1.5,1.59,1.38,0.0963,2,0.0367,0,0
Micro,Logistics,1.3,1.68,1.44,0.1483,4,0.0416,0,0
Micro,Retail_Trading,1.0,1.49,1.31,0.0543,5,0.0789,0,0
Small,Retail_Trading,1.0,1.78,1.51,0.1176,3,0.0272,0,0
Small,Retail_Trading,1.0,0.74,0.9,0.0785,18,0.0715,0,0
Micro,Manufacturing,1.1,1.21,1.14,0.1368,4,0.0578,0,0
Small,IT_Services,0.8,2.13,1.8,0.2606,0,0.0234,0,0
Micro,Logistics,1.3,1.91,1.62,0.1298,1,0.0458,0,0
Small,IT_Services,0.8,1.65,1.42,0.1838,4,0.0644,0,0
Micro,Retail_Trading,1.0,1.34,1.21,0.1673,0,0.0405,0,0
Micro,Logistics,1.3,1.81,1.54,0.0878,2,0.0206,0,0
Micro,Auto_Ancillary,1.5,1.57,1.36,0.176,3,0.0307,0,0
Micro,Logistics,1.3,0.79,0.92,0.0699,12,0.0624,0,0
Micro,IT_Services,0.8,1.8,1.53,0.1363,0,0.0516,0,0
Micro,IT_Services,0.8,1.05,1.05,0.1903,3,0.063,0,0
Micro,Logistics,1.3,1.7,1.46,0.1511,1,0.0293,0,0
Micro,IT_Services,0.8,0.75,0.9,0.0706,16,0.0412,0,0
Micro,Logistics,1.3,2.04,1.72,0.1619,1,0.0029,0,0
Small,Retail_Trading,1.0,1.29,1.18,0.0595,5,0.0239,0,0
Micro,Manufacturing,1.1,0.96,1.0,0.1412,3,0.031,0,0
Micro,Logistics,1.3,1.12,1.09,0.0854,4,0.0694,0,0
Small,IT_Services,0.8,1.27,1.17,0.0245,11,0.0782,0,0
Micro,Manufacturing,1.1,1.4,1.25,0.1067,12,0.0745,0,0
Micro,Manufacturing,1.1,1.93,1.63,0.1222,2,0.0265,0,0
Micro,Manufacturing,1.1,1.43,1.27,0.1394,2,0.0701,0,0
Micro,Auto_Ancillary,1.5,0.53,0.81,0.043,7,0.0837,0,0
Small,Auto_Ancillary,1.5,0.91,0.98,0.1131,6,0.0681,0,0
Small,Auto_Ancillary,1.5,2.5,2.17,0.1392,0,0.0338,0,0
Micro,Auto_Ancillary,1.5,1.45,1.28,0.1196,1,0.4384,0,1
Micro,Retail_Trading,1.0,1.78,1.51,0.1743,0,0.0128,0,0
Micro,Logistics,1.3,1.28,1.18,0.1554,12,0.0521,0,0
Micro,Logistics,1.3,1.0,1.02,0.1507,10,0.0755,0,0
Micro,Manufacturing,1.1,1.21,1.14,0.0844,10,0.0545,0,0
Micro,Manufacturing,1.1,1.45,1.28,0.1329,2,0.0797,0,0
Micro,Manufacturing,1.1,1.22,1.14,0.1251,4,0.0379,0,0
Small,Retail_Trading,1.0,2.17,1.83,0.1966,2,0.0766,0,0
Micro,Auto_Ancillary,1.5,1.15,1.11,0.0981,4,0.032,0,0
Medium,IT_Services,0.8,0.98,1.01,0.0485,3,0.0697,0,0
Micro,IT_Services,0.8,1.72,1.47,0.1641,0,0.0306,0,0
Micro,Manufacturing,1.1,1.77,1.51,0.1841,2,0.0247,0,0
Micro,Logistics,1.3,1.41,1.26,0.1321,10,0.4572,0,1
Micro,Manufacturing,1.1,1.16,1.11,0.0703,18,0.0653,0,0
Small,Manufacturing,1.1,0.64,0.85,0.169,12,0.0714,0,0
Micro,Retail_Trading,1.0,1.89,1.6,0.1439,2,0.0712,0,0
Micro,Retail_Trading,1.0,1.75,1.49,0.1097,7,0.0575,0,0
Micro,Auto_Ancillary,1.5,1.22,1.14,0.1532,4,0.0542,0,0
Micro,Logistics,1.3,1.42,1.26,0.182,4,0.0808,0,0
Micro,Auto_Ancillary,1.5,1.31,1.19,0.0575,25,0.0851,0,0
Micro,Manufacturing,1.1,2.05,1.73,0.1658,0,0.028,0,0
